Prd_Nr,Swissmedic_Nr,Swissmedic_Nm,Abgabekategorie
31571,52853,"Lamictal 25 mg, Tabletten (suspendierbar/kaubar)",B
31575,52853,"Lamictal 5 mg, Tabletten (suspendierbar/kaubar)",B
31572,52853,"Lamictal 50 mg, Tabletten (suspendierbar/kaubar)",B
28889,51306,"Lamisil 125 mg, Tabletten",B
28887,51306,"Lamisil 250 mg, Tabletten",B
1091227,57223,"Lamisil Pedisan Once, Filmbildende Lösung",D
95820,55775,"Lamisil Pedisan, Crème",D
95819,55776,"Lamisil Pedisan, Spray",D
28888,51307,"Lamisil, Crème",D
1603323,60516,"Lamivudin-Mepha 150, Filmtabletten",A
1603324,60516,"Lamivudin-Mepha 300, Filmtabletten",A
1068741,57437,"Lamotrigin Desitin 100 mg, Tabletten",B
1068744,57437,"Lamotrigin Desitin 200 mg, Tabletten",B
1068736,57437,"Lamotrigin Desitin 25 mg, Tabletten",B
1509573,57437,"Lamotrigin Desitin 5 mg, Tabletten",B
1068739,57437,"Lamotrigin Desitin 50 mg, Tabletten",B
1036709,57412,"Lamotrigin Sandoz  100, Tabletten",B
1036710,57412,"Lamotrigin Sandoz  200, Tabletten",B
1036707,57412,"Lamotrigin Sandoz  25, Tabletten",B
1036708,57412,"Lamotrigin Sandoz  50, Tabletten",B
1440363,57367,"Lamotrigin Zentiva 100 mg, Tabletten",B
1440364,57367,"Lamotrigin Zentiva 200 mg, Tabletten",B
1440361,57367,"Lamotrigin Zentiva 25 mg, Tabletten",B
1440360,57367,"Lamotrigin Zentiva 5 mg, Tabletten",B
1440362,57367,"Lamotrigin Zentiva 50 mg, Tabletten",B
1022210,57137,"Lamotrin-Mepha 100 mg, Tabletten",B
1022211,57137,"Lamotrin-Mepha 200 mg, Tabletten",B
1022208,57137,"Lamotrin-Mepha 25 mg, Tabletten",B
1022207,57137,"Lamotrin-Mepha 5 mg, Tabletten",B
1022209,57137,"Lamotrin-Mepha 50 mg, Tabletten",B
1512818,68591,"Lamzede 10 mg, poudre pour solution pour perfusion",A
1088108,58131,"Lansoprazol Sandoz 15, Kapseln",B
1088109,58131,"Lansoprazol Sandoz 30, Kapseln",B
1440365,57801,"Lansoprazol Zentiva 15 mg, Hartkapseln",B
1440366,57801,"Lansoprazol Zentiva 30 mg, Hartkapseln",B
1079598,57323,"Lansoprazol-Mepha 15, Kapseln",B
1079600,57323,"Lansoprazol-Mepha 30, Kapseln",B
5652,32475,"Lansoyl, Gel zum Einnehmen",D
1075132,58044,"Lantus SoloStar (Stylo prérempli), solution injectable",B
122617,55346,"Lantus, solution injectable en cartouche",B
5657,37890,"Lanvis, Tabletten",A
31087,51533,"Larifikehl D4, Hartkapseln",B
31086,51339,"Larifikehl D5, homöopathische Injektionslösung",B
31088,51531,"Larifikehl D5, Tropfen zum Einnehmen",B
1124434,60368,"Larynx comp., Globuli velati",D
1321709,63019,"Lasea, Kapseln",D
5800,30630,"Lasix 20 mg/2 mL, solution injectable",B
5802,36442,"Lasix 250 mg, solution pour perfusion",B
5804,36443,"Lasix 500 mg, comprimés",B
5803,30629,"Lasix, comprimés",B
1534348,61544,"Latanoprost Viatris, Augentropfen",B
1360416,60612,"Latanoprost-Mepha, Augentropfen",B
1232630,62696,"LatanoTim-Vision, Augentropfen",B
1624315,69723,"Latano-Vision SDU 50 μg/ml, Augentropfen, Lösung im Einzeldosisbehältnis",B
1204662,62295,"Latano-Vision, Augentropfen",B
1436876,62785,"Latuda 20 mg, Filmtabletten",B
1246710,62785,"Latuda 40 mg, Filmtabletten",B
1246711,62785,"Latuda 80 mg, Filmtabletten",B
1628809,69242,"Laurak 1000 mg, Granulat zur Herstellung einer Lösung zum Einnehmen",B
1628810,69242,"Laurak 1500 mg, Granulat zur Herstellung einer Lösung zum Einnehmen",B
1628806,69242,"Laurak 250 mg, Granulat zur Herstellung einer Lösung zum Einnehmen",B
1628807,69242,"Laurak 500 mg, Granulat zur Herstellung einer Lösung zum Einnehmen",B
1628808,69242,"Laurak 750 mg, Granulat zur Herstellung einer Lösung zum Einnehmen",B
40650,50445,"Lavasept, gebrauchsfertige Verdünnung",B
40649,50445,"Lavasept, Konzentrat",B
1328098,49798,"Laxasan, Tropfen",D
1523777,62765,"Laxipeg banane, polvere per soluzione orale",D
1523778,62765,"Laxipeg banane, polvere per soluzione orale",D
1364973,62765,"Laxipeg senza aroma, polvere per soluzione orale",D
1443924,62765,"Laxipeg senza aroma, polvere per soluzione orale",D
1365155,62765,"Laxipeg, polvere per soluzione orale",D
5853,45197,"Laxiplant soft, Granulat",D
5854,37871,"Laxoberon, Tropfen zum Einnehmen, Lösung",B/D
1637313,69751,"Lazcluze 240 mg, Filmtabletten",A
1637312,69751,"Lazcluze 80 mg, Filmtabletten",A
5862,23420,"Lebewohl flüssig, Lösung",D
1541645,10379,"Lebewohl, Hühneraugenpflaster",D
5867,21109,"Lecicarbon, Suppositorien für Erwachsene",D
5866,21109,"Lecicarbon, Suppositorien für Kinder",D
1494905,68360,"Lecigon, Gel zur intestinalen Anwendung",B
1482268,67615,"Ledaga, Gel",A
5879,29621,"Ledermix, Paste zur Anwendung in der Mundhöhle",A
1198916,61443,"Leflunomid Gebro 10 mg, Filmtabletten",A
1198917,61443,"Leflunomid Gebro 20 mg, Filmtabletten",A
1175768,61505,"Leflunomid Sandoz 10, Filmtabletten",A
1175769,61505,"Leflunomid Sandoz 20, Filmtabletten",A
1255901,62987,"Leflunomid Spirig HC 10 mg, Filmtabletten",A
1255902,62987,"Leflunomid Spirig HC 20 mg, Filmtabletten",A
1183309,62248,"Leflunomide Zentiva 10 mg, Filmtabletten",A
1183311,62248,"Leflunomide Zentiva 100 mg, Filmtabletten",A
1183310,62248,"Leflunomide Zentiva 20 mg, Filmtabletten",A
1207293,62222,"Leflunomid-Mepha 10, Filmtabletten",A
1207294,62222,"Leflunomid-Mepha 20, Filmtabletten",A
1183720,52120,"Legadyn Artischocken Leber-Galle-Dragées, Dragées",D
5883,38296,"Legalon 140, Kapseln",B
5882,38296,"Legalon 70, Kapseln",B
1005409,48080,"Legalon SIL, Durchstechflasche mit Trockensubstanz",A
1284097,63025,"Lemtrada 10 mg/ml, solution à diluer pour perfusion",A
1471080,67714,"Lenalidomid Accord 10 mg, Hartkapseln",A
1471081,67714,"Lenalidomid Accord 15 mg, Hartkapseln",A
1471077,67714,"Lenalidomid Accord 2.5 mg, Hartkapseln",A
1471082,67714,"Lenalidomid Accord 20 mg, Hartkapseln",A
1471083,67714,"Lenalidomid Accord 25 mg, Hartkapseln",A
1471078,67714,"Lenalidomid Accord 5 mg, Hartkapseln",A
1471079,67714,"Lenalidomid Accord 7.5 mg, Hartkapseln",A
1482501,68490,"Lenalidomid BMS 10 mg, Hartkapseln",A
1482502,68490,"Lenalidomid BMS 15 mg, Hartkapseln",A
1482498,68490,"Lenalidomid BMS 2,5 mg, Hartkapseln",A
1482503,68490,"Lenalidomid BMS 20 mg, Hartkapseln",A
1482504,68490,"Lenalidomid BMS 25 mg, Hartkapseln",A
1482499,68490,"Lenalidomid BMS 5 mg, Hartkapseln",A
1482500,68490,"Lenalidomid BMS 7,5 mg, Hartkapseln",A
1491445,68518,"Lenalidomid Devatis 10 mg, Hartkapseln",A
1491446,68518,"Lenalidomid Devatis 15 mg, Hartkapseln",A
1491442,68518,"Lenalidomid Devatis 2.5 mg, Hartkapseln",A
1491447,68518,"Lenalidomid Devatis 20 mg, Hartkapseln",A
1491448,68518,"Lenalidomid Devatis 25 mg, Hartkapseln",A
1491443,68518,"Lenalidomid Devatis 5 mg, Hartkapseln",A
1491444,68518,"Lenalidomid Devatis 7.5 mg, Hartkapseln",A
1447983,67456,"Lenalidomid Sandoz 10 mg, Kapseln",A
1447984,67456,"Lenalidomid Sandoz 15 mg, Kapseln",A
1447980,67456,"Lenalidomid Sandoz 2.5 mg, Kapseln",A
1447985,67456,"Lenalidomid Sandoz 20 mg, Kapseln",A
1447986,67456,"Lenalidomid Sandoz 25 mg, Kapseln",A
1447981,67456,"Lenalidomid Sandoz 5 mg, Kapseln",A
1447982,67456,"Lenalidomid Sandoz 7.5 mg, Kapseln",A
1444959,67561,"Lenalidomid Spirig HC 10 mg, Hartkapseln",A
1444960,67561,"Lenalidomid Spirig HC 15 mg, Hartkapseln",A
1444956,67561,"Lenalidomid Spirig HC 2.5 mg, Hartkapseln",A
1444961,67561,"Lenalidomid Spirig HC 20 mg, Hartkapseln",A
1444962,67561,"Lenalidomid Spirig HC 25 mg, Hartkapseln",A
1444957,67561,"Lenalidomid Spirig HC 5 mg, Hartkapseln",A
1444958,67561,"Lenalidomid Spirig HC 7.5 mg, Hartkapseln",A
1490807,68557,"Lenalidomid Viatris 10 mg, Hartkapseln",A
1490808,68557,"Lenalidomid Viatris 15 mg, Hartkapseln",A
1490804,68557,"Lenalidomid Viatris 2.5 mg, Hartkapseln",A
1490809,68557,"Lenalidomid Viatris 20 mg, Hartkapseln",A
1490810,68557,"Lenalidomid Viatris 25 mg, Hartkapseln",A
1490805,68557,"Lenalidomid Viatris 5 mg, Hartkapseln",A
1490806,68557,"Lenalidomid Viatris 7.5 mg, Hartkapseln",A
1462922,67850,"Lenalidomid Zentiva 10 mg, Hartkapseln",A
1462923,67850,"Lenalidomid Zentiva 15 mg, Hartkapseln",A
1462919,67850,"Lenalidomid Zentiva 2.5 mg, Hartkapseln",A
1462924,67850,"Lenalidomid Zentiva 20 mg, Hartkapseln",A
1462925,67850,"Lenalidomid Zentiva 25 mg, Hartkapseln",A
1462920,67850,"Lenalidomid Zentiva 5 mg, Hartkapseln",A
1462921,67850,"Lenalidomid Zentiva 7.5 mg, Hartkapseln",A
1436466,67460,"Lenalidomid-Teva 10 mg, Hartkapseln",A
1436467,67460,"Lenalidomid-Teva 15 mg, Hartkapseln",A
1436463,67460,"Lenalidomid-Teva 2.5 mg, Hartkapseln",A
1436468,67460,"Lenalidomid-Teva 20 mg, Hartkapseln",A
1436469,67460,"Lenalidomid-Teva 25 mg, Hartkapseln",A
1436464,67460,"Lenalidomid-Teva 5 mg, Hartkapseln",A
1436465,67460,"Lenalidomid-Teva 7.5 mg, Hartkapseln",A
1249822,62651,"Lens cristallina/Viscum comp. cum Stanno, Collyria",D
1304128,65512,"Lenvima 10 mg, Hartkapseln",A
1304127,65512,"Lenvima 4 mg, Hartkapseln",A
1639938,61353,"Lenzetto, transdermales Spray, Lösung",B
5978,37491,"Leponex 100 mg, Tabletten",A
5977,37491,"Leponex 25 mg, Tabletten",A
1178106,59058,"Leptospermum scoparium TM, Tropfen",D
1480586,67836,Leqvio Injektionslösung,B
1524162,67836,Leqvio Injektionslösung,B
1363890,66502,"Lercanidipin Axapharm 10mg, Filmtabletten",B
1363891,66502,"Lercanidipin Axapharm 20mg, Filmtabletten",B
1302844,65634,"Lercanidipin Sandoz 10 mg, Filmtabletten",B
1302845,65634,"Lercanidipin Sandoz 20 mg, Filmtabletten",B
1363087,66239,"Lercanidipin Spirig HC 10 mg, Filmtabletten",B
1363088,66239,"Lercanidipin Spirig HC 20 mg, Filmtabletten",B
1314838,65686,"Lercanidipin Zentiva 10 mg, Filmtabletten",B
1314839,65686,"Lercanidipin Zentiva 20 mg, Filmtabletten",B
1385968,65579,"Lercanidipin-Mepha 10 mg, Lactab",B
1385969,65579,"Lercanidipin-Mepha 20 mg, Lactab",B
1559670,68655,"Letrozol Accord 2,5 mg, Filmtabletten",B
1403329,65923,"Letrozol Devatis 2.5 mg, Filmtabletten",B
1272014,65164,"Letrozol Labatec 2.5 mg, comprimés pelliculés",B
1343289,62407,"Letrozol Sandoz, Filmtabletten",B
1560195,60883,"Letrozol Viatris, Filmtabletten",B
1449232,61501,"Letrozol Zentiva, Filmtabletten",B
1177650,60394,"Letrozol-Teva 2,5 mg, Filmtabletten",B
5986,11565,"Leucen, Zugsalbe",D
5995,48033,"Leucovorin Calcium Farmos, Tabletten",B
1113867,58499,"Leucovorin-Teva 100 mg / 10 ml, Lösung zur parenteralen Anwendung",B
1113865,58499,"Leucovorin-Teva 300 mg / 30 ml, Lösung zur parenteralen Anwendung",B
1113866,58499,"Leucovorin-Teva 50 mg / 5 ml, Lösung zur parenteralen Anwendung",B
1113864,58499,"Leucovorin-Teva 500 mg / 50 ml, Lösung zur parenteralen Anwendung",B
89001,23426,"Leukeran, Filmtabletten",A
1091261,57449,"Leuprorelin Sandoz 1 Monat, Fertigspritze mit Implantat",A
1091269,57141,"Leuprorelin Sandoz 3 Monate, Fertigspritze mit Implantat",A
1252824,61848,"Levetiracetam Desitin 100 mg/ml, Lösung zum Einnehmen",B
1252823,62069,"Levetiracetam Desitin 1000 mg, befilmtes Granulat im Beutel",B
1263393,65154,"Levetiracetam Desitin 1000 mg, Filmtabletten",B
1252821,62069,"Levetiracetam Desitin 250 mg, befilmtes Granulat im Beutel",B
1263391,65154,"Levetiracetam Desitin 250 mg, Filmtabletten",B
1252822,62069,"Levetiracetam Desitin 500 mg, befilmtes Granulat im Beutel",B
1263392,65154,"Levetiracetam Desitin 500 mg, Filmtabletten",B
1253554,62616,"Levetiracetam Desitin 500 mg/5 mL, Konzentrat zur Herstellung einer Infusionslösung",B
1185046,62088,"Levetiracetam Sandoz 1000 mg, Filmtabletten",B
1424118,67229,"Levetiracetam Sandoz 100mg/mL, Lösung",B
1185044,62088,"Levetiracetam Sandoz 250 mg, Filmtabletten",B
1185045,62088,"Levetiracetam Sandoz 500 mg, Filmtabletten",B
1604285,69095,"Levetiracetam Spirig HC 100 mg/ml, Lösung zum Einnehmen",B
1353670,66426,"Levetiracetam Spirig HC 1000 mg, Filmtabletten",B
1626796,69306,"Levetiracetam Spirig HC 1000 mg, Filmtabletten",B
1353668,66426,"Levetiracetam Spirig HC 250 mg, Filmtabletten",B
1626794,69306,"Levetiracetam Spirig HC 250 mg, Filmtabletten",B
1626795,69306,"Levetiracetam Spirig HC 500 mg, Filmtabletten",B
1509124,61516,"Levetiracetam Zentiva 1000mg, Filmtabletten",B
1509122,61516,"Levetiracetam Zentiva 250mg, Filmtabletten",B
1509123,61516,"Levetiracetam Zentiva 500mg, Filmtabletten",B
1549818,61651,"Levetiracetam-Mepha 1000 mg, Filmtabletten",B
1549815,61651,"Levetiracetam-Mepha 250 mg, Filmtabletten",B
1549816,61651,"Levetiracetam-Mepha 500 mg, Filmtabletten",B
1234836,62615,"Levetiracetam-Mepha 500 mg/5 ml, Konzentrat zur Herstellung einer Infusionslösung",B
1549817,61651,"Levetiracetam-Mepha 750 mg, Filmtabletten",B
1124441,60317,"Levico comp., Solutio ad injectionem",B
27019,59506,"Levico D1, Dilutio",D
1323402,59506,"Levico D1, Dilutio",D
1118237,59989,"Levico D3, Ampullen",B
1353311,66203,"Levina 20, Filmtabletten",B
1291510,65239,"Levina 30, Dragees",B
1541703,68648,"Levina 30, Filmtabletten",B
1613152,69413,"Levocalm 30 mg / 5 ml, Sirup",D
1215150,62522,"Levocetirizin Sandoz 5mg, Filmtabletten",B
1501189,62920,"Levocetirizin Spirig HC 5 mg, Filmtabletten",D
1221732,62519,"Levocetirizin-Mepha, Filmtabletten",D
1442052,67795,"Levocet-Mepha Allergie, Filmtablette",D
1488380,68472,"Levodopa / Benserazid Devatis 125 mg (100 mg + 25 mg), Tabletten",B
1488381,68472,"Levodopa / Benserazid Devatis 250 mg (200 mg + 50 mg), Tabletten",B
1488379,68472,"Levodopa / Benserazid Devatis 62.5 mg (50 mg + 12.5 mg), Tabletten",B
1181104,62207,"Levofloxacin Fresenius i.v. 500 mg/100 ml, Infusionslösung",A
1127663,59085,"Levofloxacin Sandoz 250, Filmtabletten",A
1127665,59085,"Levofloxacin Sandoz 500, Filmtabletten",A
1498267,60245,"Levofloxacin-Mepha Teva 250 mg, Filmtabletten",A
1498268,60245,"Levofloxacin-Mepha Teva 500 mg, Filmtabletten",A
1317548,65656,"Levomin 20, Filmtabletten",B
1315608,61337,"Levomin 30, Filmtabletten",B
1335912,66260,"Levonesse, Tabletten",B
1302744,65364,"Levonorgestrel Sandoz, Tablette",B
1510507,68453,"Levosert One, Intrauterines Wirkstofffreisetzungssystem",B
1294467,65444,"Levosert, Intrauterines Wirkstofffreisetzungssystem",B
6046,38294,"Lexotanil 1,5, Tabletten",B
6047,38294,"Lexotanil 3, Tabletten",B
6048,38294,"Lexotanil 6, Tabletten",B
1298360,54088,"Liberol Baby, Salbe",D
1629552,54088,"Liberol Kids, Salbe",D
6055,28275,"Librax, Filmtabletten",B
1006904,41495,"Librocol, compresse rivestite",B
1445481,67094,"Libtayo 350 mg/7 ml, solution à diluer pour perfusion",A
26957,59298,"Lichenes comp., Sirup",D
1357531,66523,"Lidazon chlorhexidine et lidocaine spray, solution",D
34011,44036,"Lidazon liquide, solution buccale",D
1314143,50564,"Lidocain 2% Streuli ad us. vet., Injektionslösung",B
24663,50872,"Lidocain C02 2 % Sintetica, solution injectable",B
70356,53570,"Lidocain HCl Bichsel 10 mg/ml, Injektionslösung",B
1230320,53570,"Lidocain HCl Bichsel 10 mg/ml, Injektionslösung",B
1230321,53570,"Lidocain HCl Bichsel 20 mg/ml, Injektionslösung",B
70355,53570,"Lidocain HCl Bichsel 5 mg/ml, Injektionslösung",B
1621722,69441,"Lidocain Leman, gel",B
70287,30015,"Lidocain Streuli Ampullen 10 mg/ml, Injektionslösung",B
1230324,30015,"Lidocain Streuli Ampullen 10 mg/ml, Injektionslösung",B
1230325,30015,"Lidocain Streuli Ampullen 10 mg/ml, Injektionslösung",B
70288,30015,"Lidocain Streuli Ampullen 20 mg/ml, Injektionslösung",B
1230323,30015,"Lidocain Streuli Ampullen 20 mg/ml, Injektionslösung",B
6058,30015,"Lidocain Streuli Durchstechflaschen 10 mg/ml, Injektionslösung",B
6059,30015,"Lidocain Streuli Durchstechflaschen 20 mg/ml, Injektionslösung",B
59740,53905,"Lifo-Scrub, Lösung",D
92055,33354,"Limbitrol, Hartkapsel",B
1504086,68275,"Lina Gynial 0,120 mg / 0,015 mg pro 24 Stunden, Vaginales Wirkstofffreisetzungssystem",B
1504087,68275,"Lina Gynial 0,120 mg / 0,015 mg pro 24 Stunden, Vaginales Wirkstofffreisetzungssystem",B
1323841,66252,"Linezolid Pfizer 2 mg/mI, lnfusionslösung",A
1323840,66250,"Linezolid Pfizer 20 mg/ml, Granulat zur Herstellung einer Suspension zum Einnehmen",A
1323839,66253,"Linezolid Pfizer 600 mg, Filmtabletten",A
1292157,65446,"Linezolid Sandoz 600 mg, Filmtabletten",A
1186334,24749,"Linoforce, Granulat",D
6173,42408,"Linola Fett, Emulsion zur Anwendung auf der Haut",D
1347514,42407,"Linola, Emulsion zur Anwendung auf der Haut",D
1198637,55851,"Linomed, Granulat",B
1417334,55851,"Linomed, Granulat",D
6178,36083,"Lioresal 10 mg, Tabletten",B
6179,36083,"Lioresal 25 mg, Tabletten",B
1006329,52535,"Lioresal intrathecal 0,05 mg/1 mL, Ampullen",B
42859,52535,"Lioresal intrathecal 10 mg/20 mL, Ampullen",B
42858,52535,"Lioresal intrathecal 10 mg/5 mL, Ampullen",B
58452,50476,"Lioton 1000, Gel",D
1605925,47167,"Lipactin, Gel",D
1306309,52620,"Lipanthyl 200 M, Kapseln",B
1013465,52620,"Lipanthyl 267 M, Kapseln",B
6184,30274,"Lipiodol Ultra-fluide, Injektionslösung",B
6186,40416,"Lipo Sol Lotion Widmer, Lösung",D
1111486,58387,"Liposic Fluid UD, Augengel",D
1098489,58179,"Liposic, Augengel",D
1180909,15159,"Liquemin 25'000 I.E. / 5 ml, Injektions-/Infusionslösung",B
1614491,69031,"Lisdexamfetamin Spirig HC 20 mg, Hartkapseln",A
1614492,69031,"Lisdexamfetamin Spirig HC 30 mg, Hartkapseln",A
1614493,69031,"Lisdexamfetamin Spirig HC 40 mg, Hartkapseln",A
1614494,69031,"Lisdexamfetamin Spirig HC 50 mg, Hartkapseln",A
1614495,69031,"Lisdexamfetamin Spirig HC 60 mg, Hartkapseln",A
1614496,69031,"Lisdexamfetamin Spirig HC 70 mg, Hartkapseln",A
1102383,58768,"Lisinopril axapharm 10 mg, Tabletten",B
1102384,58768,"Lisinopril axapharm 20 mg, Tabletten",B
1102382,58768,"Lisinopril axapharm 5 mg, Tabletten",B
1440367,56901,"Lisinopril HCT Zentiva 10mg/12,5mg, Tabletten",B
1440368,56901,"Lisinopril HCT Zentiva 20mg/12,5mg, Tabletten",B
1336145,56903,"Lisinopril Spirig HC 10 mg, Tabletten",B
1336146,56903,"Lisinopril Spirig HC 20 mg, Tabletten",B
1336144,56903,"Lisinopril Spirig HC 5 mg, Tabletten",B
1440370,56905,"Lisinopril Zentiva 10 mg, Tabletten",B
1440371,56905,"Lisinopril Zentiva 20 mg, Tabletten",B
1440369,56905,"Lisinopril Zentiva 5 mg, Tabletten",B
1163653,56777,"Lisinopril-Mepha 10, Tabletten",B
1163654,56777,"Lisinopril-Mepha 20, Tabletten",B
1163652,56777,"Lisinopril-Mepha 5, Tabletten",B
1002560,56061,"Lisitril  5, Tabletten",B
1002564,56061,"Lisitril 10, Tabletten",B
1002568,56061,"Lisitril 20, Tabletten",B
1014008,56061,"Lisitril 30, Tabletten",B
1008578,56748,"Lisitril comp. 10/12.5, Tabletten",B
1008579,56748,"Lisitril comp. 20/12.5, Tabletten",B
81832,55172,"Litak 10, Injektions- / Infusionslösung",A
40060,52958,"Litalir, Hartkapseln",A
1626155,69695,"Litfulo 50 mg, Hartkapseln",B
6208,38061,"Lithiofor, comprimés à libération prolongée",A
6212,45682,"Liv 52 Tabletten, ayurvedisches Arzneimittel",D
1215291,62329,"Livazo 1 mg, Filmtabletten",B
1215292,62329,"Livazo 2 mg, Filmtabletten",B
1215293,62329,"Livazo 4 mg, Filmtabletten",B
60703,49504,"Livial, Tabletten",B
29323,50496,"Livostin Augentropfen, Augentropfensuspension",D
29324,50497,"Livostin Nasenspray, Suspension",D
1633047,69979,"LIVSANE Ibu Liquid Caps 400, Weichkapseln",D
1633045,69978,"LIVSANE lbu-L Forte 400, Filmtabletten",D
1550920,68492,"Livtencity 200 mg, Filmtabletten",A
1291513,65149,"Lixiana 15 mg, Filmtabletten",B
1291514,65149,"Lixiana 30 mg, Filmtabletten",B
1291515,65149,"Lixiana 60 mg, Filmtabletten",B
1450992,67494,"Lixim Patch, wirkstoffhaltiges Pflaster",D
1329800,51281,"Loceryl, Nagellack",B
38383,52585,"Locoid Crelo, Emulsion",B
6307,36481,"Locoid, Creme",B
6330,48625,"Lodine 300 mg, Filmtabletten",B
32699,51181,"Lodine retard 600 mg, Filmtabletten",B
1187940,60494,"Lodotra 1 mg, Tabletten mit veränderter Wirkstofffreisetzung",B
1187941,60494,"Lodotra 2 mg, Tabletten mit veränderter Wirkstofffreisetzung",B
1187942,60494,"Lodotra 5 mg, Tabletten mit veränderter Wirkstofffreisetzung",B
125078,56222,"Lodoz 10 mg, Filmtabletten",B
125075,56222,"Lodoz 2,5 mg, Filmtabletten",B
125076,56222,"Lodoz 5 mg, Filmtabletten",B
34312,52238,"Logimax 10/100 mg, Retardtabletten",B
34311,52238,"Logimax 5/50 mg, Retardtabletten",B
1354663,66219,"Lonsurf 15 mg / 6.14 mg, comprimés pelliculés",A
1354662,66219,"Lonsurf 20 mg / 8.19 mg, comprimés pelliculés",A
1561824,67096,"Loperamid lingual Spirig HC, Schmelztabletten",B/D
1150364,61295,"Loperamid Sandoz, Kapseln",B/D
1304136,65877,"Loperamid Spirig HC 2 mg, Filmtabletten",B/D
1299491,53686,Loperamid Streuli 2 mg,B/D
39661,52965,"Loperamid-Mepha 2, Lactab",B/D
1499089,68325,"Loperamid-Mepha lingual 2 mg, Schmelztabletten",D
1422690,66973,"Loperam-X lingual, Schmelztablette",D
1183983,57517,"Lorado Pollen Sandoz, Tabletten",D
1043035,57747,"Lora-Mepha Allergie, Tabletten",D
6667,43154,"Loramet 1,0, Tabletten",B
6668,43154,"Loramet 2,0, Tabletten",B
1042557,56870,"Loratadin Sandoz, Tabletten",D
1625000,57209,"Loratadin-Mepha, Tabletten",D
1624338,69947,"Lorazepam axapharm 1 mg, Tabletten",B
1624339,69947,"Lorazepam axapharm 2.5 mg, Tabletten",B
1624340,69682,"Lorazepam Spirig HC 1 mg, Tabletten",B
1624341,69682,"Lorazepam Spirig HC 2.5 mg, Tabletten",B
1440465,66941,"Lorviqua 100 mg, Filmtabletten",A
1440466,66941,"Lorviqua 25 mg, Filmtabletten",A
1138307,58981,"Losartan axapharm 100 mg, Filmtabletten",B
1138306,58981,"Losartan axapharm 50 mg, Filmtabletten",B
1440373,61314,"Losartan HCT Zentiva 100/12.5 mg, Filmtabletten",B
1440374,61314,"Losartan HCT Zentiva 100/25 mg, Filmtabletten",B
1440372,61314,"Losartan HCT Zentiva 50/12.5 mg, Filmtabletten",B
1128419,58293,"Losartan Sandoz 100 mg, Filmtabletten",B
1128416,58293,"Losartan Sandoz 50 mg, Filmtabletten",B
1440377,60234,"Losartan Zentiva 100 mg, Filmtabletten",B
1440376,60234,"Losartan Zentiva 50 mg, Filmtabletten",B
1255765,58787,"Losartan-HCT-Mepha 100 mg/12.5 mg, Filmtabletten",B
1255766,58787,"Losartan-HCT-Mepha 100 mg/25 mg, Filmtabletten",B
1255764,58787,"Losartan-HCT-Mepha 50 mg/12.5 mg, Filmtabletten",B
1255763,58764,"Losartan-Mepha 100 mg, Filmtabletten",B
1255762,58764,"Losartan-Mepha 50 mg, Filmtabletten",B
1283813,65042,"L-Polamidon 5 mg/mL, Lösung zum Einnehmen",A
42950,40501,"Lubex, Hautwaschemulsion",D
26695,49416,"Lubexyl, Suspension",D
1272134,57664,"Lucentis, Injektionslösung zur intravitrealen Injektion in Durchstechflasche",B
1304572,57664,"Lucentis, Injektionslösung zur intravitrealen Injektion in Durchstechflasche",B
1260028,63277,"Lucentis, Injektionslösung zur intravitrealen Injektion in Fertigspritze",B
1012213,54231,"Lucrin Depot 3 Monate, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze",A
1147574,58805,"Lucrin Depot 6 Monate, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze",A
1012212,51903,"Lucrin Depot, Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension in einer Fertigspritze",A
34676,52492,"Luffa comp.-Heel, Nasenspray",D
34677,52680,"Luffa-Lobelia comp. Heel, Tabletten",D
1130431,59341,"Lukair 10 mg, Filmtabletten",B
1130432,59343,"Lukair 4 mg, Granulat",B
1130433,59342,"Lukair 4 mg, Kautabletten",B
1130434,59342,"Lukair 5 mg, Kautabletten",B
1249263,63092,"Lumigan 0,3 mg/ml Unit Dose, Augentropfen",B
1147050,55918,"Lumigan, 0.1 mg/ml, Augentropfen",B
1498492,67796,"Lundeos, Weichkapseln",B
1523535,68314,"Lunsumio 1 mg/1 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1523536,68314,"Lunsumio 30 mg/30 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1539271,68697,"Lupkynis 7,9 mg, Weichkapsel",B
1374219,57475,"Lur, Shampoo",B
6735,47366,"Lutrelef 3,2 mg, Injektionspräparat",B
119748,55430,"Luveris 75 IE, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung",A
1316748,66124,"Luvit D3 zur Prophylaxe, Lösung zum Einnehmen",D
1316749,66124,"Luvit D3 zur Therapie, Lösung zum Einnehmen",B
6767,8910,"Luvos Heilerde 1 zum Einnehmen, Pulver",E
6768,8911,"Luvos Heilerde 2 äusserlich, Pulver für Umschläge",D
6769,8909,"Luvos Heilerde Ultra zum Einnehmen, Pulver",E
1124448,60311,"Lycopodium comp., Globuli velati",D
1124447,60357,"Lycopodium comp., Injektionslösung (s.c.)",B
